Name,Team,PlayerId
Dakota Hudson,STL,19206
Erick Caines,,sa3017006
Marcos Rodriguez,NYM,sa3016068
Darlin Diaz,PIT,sa3016257
Zack Littell,,15823
Gerardo Hernandez,MIA,sa3016253
Fernando Costume,TBR,sa3017211
Freilyn De Pena,,sa3016024
Luis Martinez,KCR,sa3016041
Roenis Elías,CHC,12673
Joel Asencio,,sa3016618
Drew Strotman,SFG,sa3004584
Orlando Fulgencio,,sa3010810
Cade Smith,CLE,sa3015086
Wilmer A. Fenelon,DET,sa3015272
Jordy Andujar,,sa3016752
Fraimin Marte,CHC,sa3015462
Elchero Francisca,BAL,sa3016054
Samuel Fabian,STL,sa3016711
Wilker Cubillan,ATL,sa3015332
Juan Severino,STL,sa3016290
Elvis Polanco,BAL,sa3015484
Danny Subero,HOU,sa3010792
Joel Baez,DET,sa3015289
Austin Adams,,13801
Israel Mateo,TBR,sa3015976
Oliver Lopez,,sa3009249
Ben Leeper,CHC,sa3014907
Yohan Ramirez,PIT,19444
Juan Rodriguez,TBR,sa3016615
Jake Reed,,16209
Wilfredo Cordero,TEX,sa3016529
Hobie Harris,WSN,sa876068
Brad Boxberger,CHC,10133
Nick Vespi,BAL,21093
Samuel Cruz,TBR,sa3009741
Yonatan Pineda,BAL,sa3015471
Bryant Capellan,CLE,sa3016943
Freddy Pacheco,STL,sa3006164
Julio Teheran,,6797
Reyson Santos,,sa3015982
Remy Cesar,,sa3016294
David Olivo,CHC,sa3016048
Jeff Hoffman,,17432
Eurys Martich,HOU,sa3015933
Dielmon Urena,CLE,sa3016485
Trevor Brigden,TBR,sa3011481
Norge Ruiz,OAK,19580
Nick Neidert,,18699
Michael Plassmeyer,PHI,23191
Chase De Jong,PIT,15036
Seth Elledge,ATL,19766
Vladimir Gutierrez,CIN,19278
Guillermo Zuniga,STL,sa945024
Jeurys Familia,,5114
Greg Weissert,NYY,20375
Justin Topa,SEA,15145
Jonathan Sprinkle,HOU,sa3014792
Miguel Diaz,DET,18815
Andrew Politi,BAL,sa3007243
Chris Muller,TBR,sa3006811
Brandon Bielak,HOU,19866
Wil Crowe,PIT,19800
James Naile,STL,18186
Caleb Simpson,,sa738717
Cory Abbott,WSN,20277
Justin Garza,LAA,19784
Blair Calvo,COL,sa3010116
Nick Wittgren,,15594
Michael Stryffeler,SFG,sa3010005
Easton McGee,SEA,22176
Bryse Wilson,MIL,19990
Matt Cronin,WSN,sa3011463
Ryan Sherriff,,12249
Tyler Danish,,15126
Louis Head,,13259
Brad Hand,,9111
Heath Hembree,TBR,11632
Xzavion Curry,CLE,25595
Matt Ruppenthal,HOU,sa915693
Reyes Moronta,,14966
Bryan Shaw,,8110
Gus Varland,MIL,sa3007779
Colin Selby,PIT,sa3007731
Jose Cuas,KCR,17701
Geoff Hartlieb,MIA,19558
Reiss Knehr,SDP,21541
Spenser Watkins,BAL,17489
Eddy Demurias,CIN,sa3007852
Corbin Martin,ARI,19884
Trevor Kelley,TBR,18454
Steven Brault,CHC,15291
Andres Machado,,14681
Adrian Sampson,CHC,13339
Luis Patiño,TBR,22815
Tyler Thornburg,,10688
Justin Sterner,TBR,sa3014864
Travis Kuhn,SEA,sa3009928
Nicholas Padilla,CHW,21327
Deolis Guerra,OAK,8410
Jose Lopez,SDP,sa3003055
Matt Wisler,,12804
Nick Anderson,ATL,18337
Hansel Robles,,11801
Nick Mikolajchak,CLE,sa3010303
Indigo Diaz,NYY,sa3011726
Noah Davis,COL,25862
Jose Hernandez,PIT,sa928463
Michel Baez,SDP,20100
Shelby Miller,LAD,10197
Andre Jackson,LAD,21298
Calvin Faucher,TBR,20116
Logan Gillaspie,BAL,22461
Mychal Givens,BAL,10430
Ricky Karcher,CIN,sa3004590
Riley Pint,COL,sa917922
Fineas Del Bonta-Smith,COL,sa3010821
Collin Snider,KCR,23307
Tyler Rogers,SFG,15541
Noé Ramirez,,12800
George Soriano,MIA,sa917493
José Cisnero,DET,6399
Ian Kennedy,,6986
Erich Uelmen,PHI,20323
Archie Bradley,,12918
Joe Smith,,3281
Hunter Strickland,,7836
Chasen Shreve,,10855
Joey Krehbiel,BAL,13707
Gavin Hollowell,COL,25427
Jaime Barría,LAA,18356
Kyle Crick,,13182
Peyton Battenfield,CLE,sa3010133
Adam Oller,OAK,20132
Stephen Jones,COL,sa3009935
Jhoulys Chacín,,2608
Evan Reifert,TBR,sa3014860
Justin Dunn,CIN,19268
Nick Mears,COL,25376
Sergio Romo,,9817
Joe Barlow,TEX,22296
Nick Avila,CHW,sa3011532
Brent Suter,COL,13942
Justin Bruihl,LAD,23779
Blake Taylor,HOU,16418
Kyle Nelson,ARI,20515
Deivi García,NYY,20276
